Date,Open,High,Low,Close,Adj Close,Volume
2016-02-18,18.150000,18.809999,18.040001,18.150000,18.150000,2300
2016-02-19,18.150000,18.480000,18.150000,18.150000,18.150000,1900
2016-02-22,18.370001,18.370001,17.600000,17.930000,17.930000,1200
2016-02-23,17.600000,17.600000,16.830000,17.160000,17.160000,900
2016-02-24,16.500000,17.049999,16.280001,16.830000,16.830000,500
2016-02-25,16.500000,17.160000,15.950000,16.719999,16.719999,1700
2016-02-26,17.930000,18.920000,17.049999,17.709999,17.709999,3800
2016-02-29,17.379999,18.480000,16.830000,16.940001,16.940001,2100
2016-03-01,16.719999,17.270000,16.059999,17.270000,17.270000,5500
2016-03-02,17.379999,18.150000,16.500000,18.150000,18.150000,2300
2016-03-03,18.040001,18.040001,17.709999,17.709999,17.709999,1600
2016-03-04,18.150000,18.150000,17.270000,17.270000,17.270000,900
2016-03-07,17.270000,17.490000,16.719999,17.049999,17.049999,1300
2016-03-08,17.049999,17.160000,16.940001,16.940001,16.940001,500
2016-03-09,17.379999,17.379999,16.719999,16.940001,16.940001,600
2016-03-10,17.600000,17.600000,16.610001,16.940001,16.940001,300
2016-03-11,17.490000,17.600000,16.719999,17.049999,17.049999,4600
2016-03-14,16.830000,17.379999,16.719999,17.160000,17.160000,2500
2016-03-15,17.709999,17.820000,17.049999,17.600000,17.600000,4000
2016-03-16,17.600000,17.600000,16.500000,16.830000,16.830000,2700
2016-03-17,16.500000,17.049999,16.500000,17.049999,17.049999,15600
2016-03-18,17.270000,17.820000,16.500000,17.600000,17.600000,17500
2016-03-21,17.049999,17.379999,16.610001,16.610001,16.610001,4100
2016-03-22,16.610001,16.940001,16.500000,16.610001,16.610001,700
2016-03-23,16.719999,17.160000,16.500000,16.500000,16.500000,2800
2016-03-24,16.500000,17.049999,16.500000,16.719999,16.719999,2900
2016-03-28,16.830000,16.940001,16.500000,16.500000,16.500000,400
2016-03-29,16.500000,17.160000,16.500000,16.500000,16.500000,1200
2016-03-30,16.500000,17.049999,16.500000,16.830000,16.830000,1000
2016-03-31,16.500000,16.830000,16.500000,16.500000,16.500000,5000
2016-04-01,16.500000,18.040001,16.500000,17.490000,17.490000,3300
2016-04-04,17.160000,17.600000,17.160000,17.379999,17.379999,1400
2016-04-05,17.049999,17.270000,16.610001,16.719999,16.719999,1100
2016-04-06,16.830000,17.270000,16.500000,16.830000,16.830000,300
2016-04-07,16.830000,17.049999,16.830000,16.940001,16.940001,1200
2016-04-08,16.830000,17.049999,16.830000,16.830000,16.830000,500
2016-04-11,16.830000,17.709999,16.830000,17.490000,17.490000,900
2016-04-12,17.490000,17.709999,16.940001,17.049999,17.049999,1000
2016-04-13,17.049999,17.049999,17.049999,17.049999,17.049999,0
2016-04-14,18.150000,18.480000,17.709999,17.709999,17.709999,1000
2016-04-15,17.049999,17.600000,15.840000,16.059999,16.059999,3000
2016-04-18,14.850000,16.389999,14.520000,14.960000,14.960000,2400
2016-04-19,15.400000,16.940001,15.400000,16.830000,16.830000,16500
2016-04-20,17.049999,17.709999,16.500000,16.830000,16.830000,1000
2016-04-21,16.500000,17.049999,16.280001,17.049999,17.049999,2100
2016-04-22,17.049999,18.480000,16.500000,16.500000,16.500000,900
2016-04-25,17.709999,18.700001,17.379999,17.490000,17.490000,5900
2016-04-26,16.940001,17.490000,16.500000,16.830000,16.830000,3000
2016-04-27,16.610001,16.719999,16.059999,16.500000,16.500000,2000
2016-04-28,16.500000,17.600000,16.280001,17.379999,17.379999,4000
2016-04-29,17.379999,17.600000,17.049999,17.490000,17.490000,400
2016-05-02,17.160000,17.820000,17.160000,17.600000,17.600000,1000
2016-05-03,17.270000,17.600000,17.160000,17.270000,17.270000,500
2016-05-04,16.830000,17.379999,16.719999,17.049999,17.049999,2100
2016-05-05,16.830000,18.480000,16.610001,17.820000,17.820000,2100
2016-05-06,16.830000,18.260000,16.610001,17.709999,17.709999,1000
2016-05-09,17.709999,18.150000,16.719999,17.709999,17.709999,1900
2016-05-10,17.379999,17.820000,17.049999,17.049999,17.049999,3100
2016-05-11,17.049999,17.709999,16.940001,17.160000,17.160000,700
2016-05-12,16.610001,17.600000,16.500000,16.500000,16.500000,30500
2016-05-13,16.500000,16.940001,16.500000,16.940001,16.940001,1900
2016-05-16,16.830000,17.379999,16.389999,17.160000,17.160000,3200
2016-05-17,16.610001,17.379999,16.610001,17.270000,17.270000,1000
2016-05-18,17.600000,17.600000,17.160000,17.490000,17.490000,1300
2016-05-19,17.490000,17.600000,17.490000,17.600000,17.600000,100
2016-05-20,16.610001,18.040001,16.500000,17.600000,17.600000,700
2016-05-23,17.820000,18.040001,17.709999,17.820000,17.820000,300
2016-05-24,18.150000,18.150000,17.379999,17.379999,17.379999,300
2016-05-25,17.049999,17.930000,17.049999,17.600000,17.600000,1200
2016-05-26,17.490000,17.600000,16.389999,17.490000,17.490000,6000
2016-05-27,16.280001,16.830000,15.730000,15.950000,15.950000,10900
2016-05-31,15.510000,16.280001,15.510000,16.170000,16.170000,1600
2016-06-01,16.500000,16.719999,16.059999,16.280001,16.280001,500
2016-06-02,16.170000,16.500000,15.950000,15.950000,15.950000,3500
2016-06-03,16.389999,16.389999,15.730000,16.059999,16.059999,400
2016-06-06,15.950000,16.500000,15.730000,16.280001,16.280001,2300
2016-06-07,16.280001,16.280001,15.840000,16.059999,16.059999,1300
2016-06-08,15.950000,16.610001,15.950000,16.500000,16.500000,3000
2016-06-09,15.950000,16.610001,15.950000,15.950000,15.950000,1600
2016-06-10,15.510000,16.170000,15.510000,15.730000,15.730000,2300
2016-06-13,16.280001,16.280001,15.620000,15.840000,15.840000,500
2016-06-14,15.840000,17.049999,14.960000,15.180000,15.180000,2900
2016-06-15,14.960000,15.400000,14.960000,15.400000,15.400000,1500
2016-06-16,15.290000,16.059999,15.070000,15.950000,15.950000,19700
2016-06-17,16.280001,16.280001,15.510000,15.840000,15.840000,1300
2016-06-20,15.510000,15.950000,15.290000,15.510000,15.510000,1700
2016-06-21,15.180000,16.280001,14.960000,15.290000,15.290000,2500
2016-06-22,15.620000,16.389999,15.180000,15.400000,15.400000,800
2016-06-23,15.620000,15.950000,15.180000,15.180000,15.180000,1200
2016-06-24,14.960000,16.280001,14.960000,15.290000,15.290000,1200
2016-06-27,15.180000,15.950000,14.960000,15.290000,15.290000,1500
2016-06-28,15.730000,15.840000,15.180000,15.290000,15.290000,9500
2016-06-29,15.070000,15.730000,15.070000,15.730000,15.730000,7100
2016-06-30,15.180000,16.500000,15.180000,15.400000,15.400000,3400
2016-07-01,15.400000,15.730000,15.290000,15.400000,15.400000,2700
2016-07-05,15.290000,16.280001,15.290000,15.620000,15.620000,500
2016-07-06,15.730000,16.059999,15.290000,15.400000,15.400000,2400
2016-07-07,15.290000,15.400000,15.180000,15.400000,15.400000,200
2016-07-08,15.950000,15.950000,15.400000,15.400000,15.400000,2200
2016-07-11,15.180000,15.950000,15.180000,15.730000,15.730000,3800
2016-07-12,15.950000,15.950000,15.510000,15.730000,15.730000,3300
2016-07-13,15.840000,17.379999,15.840000,15.950000,15.950000,43500
2016-07-14,15.950000,15.950000,15.620000,15.840000,15.840000,3600
2016-07-15,15.400000,17.049999,14.960000,15.180000,15.180000,10800
2016-07-18,14.960000,15.620000,14.960000,15.180000,15.180000,7500
2016-07-19,15.620000,16.280001,14.850000,15.180000,15.180000,1400
2016-07-20,15.510000,15.950000,14.850000,15.400000,15.400000,700
2016-07-21,15.290000,15.400000,14.960000,15.290000,15.290000,600
2016-07-22,14.960000,15.400000,14.850000,14.960000,14.960000,2200
2016-07-25,15.290000,15.290000,14.960000,15.070000,15.070000,200
2016-07-26,15.070000,15.180000,14.960000,15.070000,15.070000,500
2016-07-27,14.740000,14.960000,14.740000,14.740000,14.740000,1900
2016-07-28,14.850000,14.960000,14.740000,14.960000,14.960000,3500
2016-07-29,14.850000,15.400000,14.740000,15.070000,15.070000,11400
2016-08-01,14.740000,15.400000,14.740000,14.850000,14.850000,1700
2016-08-02,14.850000,15.180000,14.740000,14.740000,14.740000,600
2016-08-03,14.740000,14.850000,14.520000,14.630000,14.630000,3500
2016-08-04,14.410000,16.059999,14.410000,14.630000,14.630000,20300
2016-08-05,14.520000,15.180000,14.410000,14.520000,14.520000,6900
2016-08-08,14.410000,15.400000,14.300000,15.400000,15.400000,3600
2016-08-09,14.850000,15.400000,14.630000,14.850000,14.850000,3000
2016-08-10,14.630000,14.850000,14.520000,14.740000,14.740000,1900
2016-08-11,14.850000,14.850000,14.300000,14.300000,14.300000,2600
2016-08-12,14.300000,14.850000,14.300000,14.850000,14.850000,1900
2016-08-15,14.410000,14.960000,14.410000,14.850000,14.850000,2100
2016-08-16,14.190000,14.850000,14.190000,14.740000,14.740000,400
2016-08-17,14.850000,14.960000,14.520000,14.850000,14.850000,6500
2016-08-18,14.740000,15.620000,14.740000,15.400000,15.400000,3500
2016-08-19,15.400000,15.400000,15.070000,15.400000,15.400000,1300
2016-08-22,14.960000,15.400000,14.960000,15.400000,15.400000,2000
2016-08-23,15.400000,15.620000,15.400000,15.620000,15.620000,1100
2016-08-24,15.510000,15.620000,15.070000,15.400000,15.400000,600
2016-08-25,15.070000,15.400000,14.630000,14.630000,14.630000,200
2016-08-26,14.520000,15.070000,14.410000,14.850000,14.850000,2300
2016-08-29,14.630000,15.070000,14.300000,14.740000,14.740000,8000
2016-08-30,14.740000,14.850000,14.630000,14.740000,14.740000,2300
2016-08-31,14.850000,15.180000,14.630000,14.630000,14.630000,2100
2016-09-01,14.740000,15.070000,14.410000,14.630000,14.630000,2700
2016-09-02,14.740000,14.850000,14.520000,14.630000,14.630000,2500
2016-09-06,14.630000,14.850000,14.520000,14.630000,14.630000,4500
2016-09-07,14.520000,15.950000,14.520000,14.960000,14.960000,4900
2016-09-08,14.960000,16.059999,14.960000,15.400000,15.400000,11000
2016-09-09,15.400000,15.730000,14.630000,14.960000,14.960000,5700
2016-09-12,14.850000,15.840000,14.850000,15.620000,15.620000,3100
2016-09-13,15.510000,15.840000,15.400000,15.510000,15.510000,5200
2016-09-14,15.510000,15.950000,15.510000,15.620000,15.620000,7700
2016-09-15,15.510000,15.730000,15.400000,15.510000,15.510000,2300
2016-09-16,15.620000,17.379999,15.620000,17.379999,17.379999,9500
2016-09-19,16.719999,17.270000,16.389999,16.610001,16.610001,2600
2016-09-20,16.830000,18.150000,16.830000,17.600000,17.600000,9000
2016-09-21,18.700001,18.700001,17.820000,18.150000,18.150000,10800
2016-09-22,18.590000,18.920000,18.370001,18.480000,18.480000,8500
2016-09-23,18.150000,18.700001,18.150000,18.260000,18.260000,6900
2016-09-26,18.370001,20.790001,18.370001,20.459999,20.459999,21000
2016-09-27,21.010000,21.559999,20.459999,20.900000,20.900000,16000
2016-09-28,20.900000,21.889999,20.790001,21.340000,21.340000,14100
2016-09-29,20.900000,22.000000,19.580000,21.230000,21.230000,11900
2016-09-30,21.340000,21.889999,20.680000,21.120001,21.120001,6000
2016-10-03,20.900000,20.900000,19.360001,19.469999,19.469999,9300
2016-10-04,19.139999,20.459999,18.480000,19.799999,19.799999,9800
2016-10-05,19.690001,20.900000,19.690001,20.350000,20.350000,7800
2016-10-06,20.459999,20.680000,19.360001,19.360001,19.360001,9800
2016-10-07,19.250000,19.580000,19.030001,19.250000,19.250000,3200
2016-10-10,19.030001,19.469999,18.920000,19.139999,19.139999,2500
2016-10-11,18.809999,19.250000,18.370001,18.590000,18.590000,4600
2016-10-12,18.260000,19.030001,17.930000,17.930000,17.930000,6000
2016-10-13,18.150000,19.030001,17.379999,17.490000,17.490000,8600
2016-10-14,17.490000,18.150000,17.270000,17.930000,17.930000,1600
2016-10-17,17.820000,17.820000,16.719999,17.160000,17.160000,2500
2016-10-18,16.940001,17.490000,15.730000,16.719999,16.719999,5000
2016-10-19,16.610001,17.049999,16.610001,16.610001,16.610001,700
2016-10-20,16.500000,16.610001,16.170000,16.500000,16.500000,500
2016-10-21,16.830000,17.049999,16.500000,16.610001,16.610001,500
2016-10-24,16.389999,16.389999,15.400000,15.620000,15.620000,4800
2016-10-25,15.400000,15.950000,15.070000,15.070000,15.070000,5700
2016-10-26,13.970000,14.960000,13.530000,14.520000,14.520000,5900
2016-10-27,14.300000,14.630000,13.750000,13.970000,13.970000,13100
2016-10-28,14.300000,14.300000,13.750000,14.190000,14.190000,6200
2016-10-31,14.300000,14.520000,13.420000,13.860000,13.860000,4400
2016-11-01,13.640000,13.640000,12.650000,12.650000,12.650000,7300
2016-11-02,12.870000,13.530000,12.650000,13.530000,13.530000,6700
2016-11-03,13.310000,13.640000,12.980000,13.200000,13.200000,4100
2016-11-04,12.980000,13.530000,12.760000,12.870000,12.870000,6700
2016-11-07,13.200000,13.310000,12.870000,13.310000,13.310000,10500
2016-11-08,12.980000,13.310000,12.870000,13.310000,13.310000,8300
2016-11-09,13.420000,15.400000,13.420000,14.960000,14.960000,7300
2016-11-10,15.070000,16.059999,14.520000,15.400000,15.400000,10100
2016-11-11,15.730000,15.730000,14.080000,15.070000,15.070000,3600
2016-11-14,14.850000,15.730000,14.520000,14.960000,14.960000,2100
2016-11-15,14.850000,15.400000,13.860000,14.850000,14.850000,3500
2016-11-16,14.630000,16.170000,13.750000,15.180000,15.180000,4400
2016-11-17,15.620000,16.389999,14.740000,14.850000,14.850000,2600
2016-11-18,14.740000,15.290000,14.740000,15.290000,15.290000,1800
2016-11-21,14.960000,15.290000,14.740000,14.850000,14.850000,3500
2016-11-22,15.070000,15.290000,14.850000,14.960000,14.960000,1600
2016-11-23,14.630000,17.600000,14.630000,15.950000,15.950000,8900
2016-11-25,16.280001,16.500000,16.059999,16.280001,16.280001,2400
2016-11-28,16.170000,16.500000,15.510000,15.510000,15.510000,3300
2016-11-29,15.840000,15.840000,15.070000,15.400000,15.400000,2200
2016-11-30,15.290000,15.950000,15.070000,15.290000,15.290000,1600
2016-12-01,15.290000,15.950000,14.960000,15.070000,15.070000,3000
2016-12-02,14.850000,15.070000,14.410000,14.410000,14.410000,2400
2016-12-05,14.300000,14.960000,14.190000,14.410000,14.410000,2500
2016-12-06,14.300000,15.070000,14.300000,14.520000,14.520000,900
2016-12-07,14.300000,14.630000,13.310000,13.310000,13.310000,7100
2016-12-08,14.080000,14.190000,13.530000,13.860000,13.860000,2600
2016-12-09,14.080000,14.520000,14.080000,14.520000,14.520000,600
2016-12-12,14.520000,14.520000,14.080000,14.080000,14.080000,6800
2016-12-13,13.640000,14.190000,12.980000,13.860000,13.860000,4300
2016-12-14,13.750000,13.970000,13.750000,13.750000,13.750000,4000
2016-12-15,13.530000,13.970000,13.530000,13.970000,13.970000,2100
2016-12-16,14.080000,14.630000,13.750000,14.630000,14.630000,5300
2016-12-19,14.300000,14.630000,13.530000,14.080000,14.080000,3000
2016-12-20,14.080000,14.850000,13.640000,13.750000,13.750000,7000
2016-12-21,13.640000,14.190000,13.640000,13.860000,13.860000,1500
2016-12-22,13.750000,14.190000,12.540000,12.760000,12.760000,12000
2016-12-23,13.310000,13.860000,12.980000,13.860000,13.860000,3800
2016-12-27,13.860000,14.300000,13.200000,13.970000,13.970000,12900
2016-12-28,13.860000,14.300000,13.640000,14.080000,14.080000,5700
2016-12-29,13.970000,14.300000,13.860000,13.970000,13.970000,3600
2016-12-30,14.080000,14.080000,13.310000,13.530000,13.530000,7900
2017-01-03,13.750000,13.750000,13.200000,13.310000,13.310000,5400
2017-01-04,13.640000,13.750000,13.530000,13.530000,13.530000,4600
2017-01-05,13.750000,13.750000,13.310000,13.530000,13.530000,4000
2017-01-06,13.640000,13.750000,13.530000,13.640000,13.640000,1600
2017-01-09,13.750000,14.190000,13.640000,13.860000,13.860000,4600
2017-01-10,13.750000,14.300000,13.200000,13.750000,13.750000,4900
2017-01-11,13.750000,14.300000,13.530000,13.970000,13.970000,4500
2017-01-12,14.190000,14.300000,13.640000,13.860000,13.860000,3700
2017-01-13,13.860000,15.730000,13.530000,15.400000,15.400000,23400
2017-01-17,16.170000,16.500000,14.410000,15.180000,15.180000,13300
2017-01-18,14.850000,15.510000,14.850000,15.290000,15.290000,3700
2017-01-19,15.180000,15.180000,13.860000,14.190000,14.190000,7000
2017-01-20,14.300000,15.070000,14.080000,14.300000,14.300000,3700
2017-01-23,14.300000,14.520000,13.530000,13.640000,13.640000,4400
2017-01-24,13.530000,15.180000,13.310000,14.740000,14.740000,18300
2017-01-25,14.850000,14.960000,13.750000,14.740000,14.740000,5700
2017-01-26,14.630000,14.850000,14.300000,14.520000,14.520000,3500
2017-01-27,14.190000,15.180000,14.190000,15.070000,15.070000,11500
2017-01-30,15.290000,15.730000,14.630000,14.960000,14.960000,8100
2017-01-31,15.400000,15.400000,13.970000,14.300000,14.300000,19400
2017-02-01,14.300000,14.300000,13.090000,13.530000,13.530000,45500
2017-02-02,10.340000,13.530000,10.230000,13.090000,13.090000,60300
2017-02-03,13.200000,13.420000,12.320000,12.760000,12.760000,9600
2017-02-06,12.540000,13.310000,11.990000,12.210000,12.210000,10700
2017-02-07,12.320000,12.870000,12.320000,12.540000,12.540000,3500
2017-02-08,12.430000,12.760000,11.880000,12.320000,12.320000,17800
2017-02-09,12.100000,12.430000,11.990000,12.320000,12.320000,3600
2017-02-10,12.210000,12.980000,11.990000,12.540000,12.540000,15100
2017-02-13,12.540000,12.540000,11.550000,11.880000,11.880000,36100
2017-02-14,7.370000,8.140000,7.150000,7.480000,7.480000,178000
2017-02-15,7.700000,7.920000,7.370000,7.700000,7.700000,30200
2017-02-16,7.700000,8.140000,7.370000,7.700000,7.700000,16500
2017-02-17,7.700000,7.810000,7.590000,7.700000,7.700000,7300
2017-02-21,7.370000,7.700000,7.260000,7.590000,7.590000,13200
2017-02-22,7.260000,7.700000,7.260000,7.370000,7.370000,9000
2017-02-23,7.260000,7.480000,6.930000,7.150000,7.150000,10700
2017-02-24,6.930000,6.930000,6.600000,6.930000,6.930000,3600
2017-02-27,6.600000,6.930000,6.270000,6.600000,6.600000,22500
2017-02-28,6.490000,6.710000,6.490000,6.490000,6.490000,15000
2017-03-01,6.270000,6.710000,6.160000,6.600000,6.600000,14500
2017-03-02,6.490000,6.820000,6.270000,6.600000,6.600000,13400
2017-03-03,6.820000,7.590000,6.270000,7.260000,7.260000,27600
2017-03-06,7.370000,7.700000,6.600000,6.600000,6.600000,13600
2017-03-07,6.270000,6.930000,6.160000,6.490000,6.490000,14100
2017-03-08,6.270000,6.930000,6.270000,6.820000,6.820000,6600
2017-03-09,6.820000,6.930000,6.490000,6.820000,6.820000,3100
2017-03-10,7.040000,8.360000,6.490000,7.920000,7.920000,78600
2017-03-13,8.250000,8.360000,7.480000,7.700000,7.700000,30700
2017-03-14,7.810000,8.030000,6.930000,7.260000,7.260000,10600
2017-03-15,7.260000,7.480000,6.600000,6.930000,6.930000,5000
2017-03-16,7.150000,7.810000,6.710000,7.590000,7.590000,33100
2017-03-17,7.700000,7.700000,7.040000,7.150000,7.150000,17000
2017-03-20,7.260000,7.260000,6.930000,7.260000,7.260000,7100
2017-03-21,7.040000,7.370000,6.820000,6.930000,6.930000,5100
2017-03-22,7.040000,7.150000,6.490000,6.600000,6.600000,8400
2017-03-23,6.710000,7.150000,6.600000,7.040000,7.040000,10300
2017-03-24,7.040000,7.150000,6.710000,7.150000,7.150000,3300
2017-03-27,6.930000,7.150000,6.710000,7.150000,7.150000,2800
2017-03-28,6.930000,7.040000,6.710000,6.930000,6.930000,3900
2017-03-29,6.820000,7.590000,6.710000,7.370000,7.370000,13400
2017-03-30,7.370000,7.480000,7.150000,7.260000,7.260000,8000
2017-03-31,7.370000,7.480000,7.040000,7.150000,7.150000,2000
2017-04-03,7.150000,7.810000,7.150000,7.260000,7.260000,8500
2017-04-04,6.930000,7.370000,6.710000,6.820000,6.820000,12400
2017-04-05,7.150000,7.150000,6.600000,6.600000,6.600000,4000
2017-04-06,6.600000,6.930000,6.490000,6.600000,6.600000,26000
2017-04-07,6.710000,6.930000,6.600000,6.600000,6.600000,4600
2017-04-10,6.820000,6.930000,6.490000,6.600000,6.600000,2500
2017-04-11,6.490000,6.710000,6.490000,6.490000,6.490000,6800
2017-04-12,6.380000,6.490000,6.270000,6.270000,6.270000,9600
2017-04-13,6.270000,6.380000,6.270000,6.380000,6.380000,2500
2017-04-17,6.160000,6.710000,6.160000,6.600000,6.600000,6600
2017-04-18,6.600000,6.820000,6.600000,6.600000,6.600000,20600
2017-04-19,6.710000,7.150000,6.600000,6.600000,6.600000,18500
2017-04-20,6.820000,6.820000,6.600000,6.600000,6.600000,2100
2017-04-21,6.710000,6.820000,6.600000,6.600000,6.600000,4500
2017-04-24,6.600000,6.930000,6.600000,6.600000,6.600000,3300
2017-04-25,6.820000,6.930000,6.600000,6.820000,6.820000,1800
2017-04-26,6.820000,6.930000,6.710000,6.820000,6.820000,4400
2017-04-27,6.820000,6.930000,6.710000,6.710000,6.710000,1000
2017-04-28,6.820000,6.820000,6.490000,6.600000,6.600000,4200
2017-05-01,6.600000,6.600000,6.160000,6.380000,6.380000,4600
2017-05-02,6.380000,6.490000,5.720000,5.940000,5.940000,10900
2017-05-03,5.940000,6.490000,5.830000,6.050000,6.050000,7500
2017-05-04,6.490000,6.600000,5.830000,5.940000,5.940000,6800
2017-05-05,5.720000,6.380000,5.390000,5.500000,5.500000,15200
2017-05-08,5.390000,5.830000,5.390000,5.390000,5.390000,19000
2017-05-09,5.940000,5.940000,5.280000,5.390000,5.390000,7900
2017-05-10,5.390000,5.500000,5.170000,5.280000,5.280000,15300
2017-05-11,5.500000,5.500000,5.170000,5.280000,5.280000,27600
2017-05-12,5.280000,5.720000,5.280000,5.500000,5.500000,30000
2017-05-15,5.390000,5.720000,5.280000,5.500000,5.500000,41500
2017-05-16,5.500000,5.830000,5.500000,5.500000,5.500000,10800
2017-05-17,5.500000,5.830000,5.280000,5.500000,5.500000,12000
2017-05-18,5.390000,5.720000,5.390000,5.390000,5.390000,9600
2017-05-19,5.280000,5.610000,5.280000,5.610000,5.610000,7200
2017-05-22,5.500000,5.720000,5.500000,5.500000,5.500000,14200
2017-05-23,5.390000,5.610000,5.390000,5.500000,5.500000,23500
2017-05-24,5.500000,5.610000,5.500000,5.500000,5.500000,10100
2017-05-25,5.280000,5.500000,5.280000,5.500000,5.500000,7700
2017-05-26,5.390000,5.500000,5.280000,5.390000,5.390000,20800
2017-05-30,5.280000,5.390000,4.950000,5.280000,5.280000,7600
2017-05-31,5.280000,5.500000,5.170000,5.170000,5.170000,10600
2017-06-01,5.500000,5.500000,5.060000,5.060000,5.060000,15800
2017-06-02,4.950000,5.390000,4.730000,4.840000,4.840000,25500
2017-06-05,4.840000,5.390000,4.840000,5.060000,5.060000,11300
2017-06-06,5.060000,5.170000,4.950000,5.060000,5.060000,10500
2017-06-07,5.060000,5.390000,4.950000,5.170000,5.170000,36700
2017-06-08,5.280000,5.830000,5.170000,5.500000,5.500000,72500
2017-06-09,5.500000,7.040000,5.280000,5.610000,5.610000,144400
2017-06-12,5.500000,5.610000,5.280000,5.500000,5.500000,29300
2017-06-13,5.390000,5.830000,5.390000,5.390000,5.390000,40600
2017-06-14,5.390000,5.610000,5.390000,5.610000,5.610000,79800
2017-06-15,5.610000,6.160000,5.390000,5.610000,5.610000,127500
2017-06-16,5.610000,6.270000,5.610000,5.940000,5.940000,124000
